"комиссия 300 $ ! ул. Новгородская, зеленый участок-(№1)",44 294 грн.,"Одеса, Київський",https://www.olx.ua/d/uk/obyavlenie/komissiya-300-ul-novgorodskaya-zelenyy-uchastok-1-IDPpNlS.html#d87ad13fbe
"Сдаю 2к в Приморском районе ,ул.Транспортная",8 500 грн.,"Одеса, Київський",https://www.olx.ua/d/uk/obyavlenie/sdayu-2k-v-primorskom-rayone-ul-transportnaya-IDPQsfN.html#d87ad13fbe
Здам в оренду приміщення під дитячий магазин.,400 грн.,"Львів, Залізничний",https://www.olx.ua/d/uk/obyavlenie/zdam-v-orendu-primschennya-pd-dityachiy-magazin-IDPPY1U.html#d87ad13fbe
"Продажа 2к, квартиры, Taryan Towers, 84м2, Патриса Лумумбы 12",9 228 000 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/prodazha-2k-kvartiry-taryan-towers-84m2-patrisa-lumumby-12-IDPPY1v.html#d87ad13fbe
Будинок з ремонтом в Бучі. Дуплекс,4 983 120 грн.,Буча,https://www.olx.ua/d/uk/obyavlenie/budinok-z-remontom-v-buch-dupleks-IDPLXgt.html#d87ad13fbe
Квартира с ремонтом за 37000$,1 365 744 грн.,Ірпінь,https://www.olx.ua/d/uk/obyavlenie/kvartira-s-remontom-za-37000-IDPdS66.html#d87ad13fbe
Продаю 1-но кімнатну квартиру на Леваневського,1 144 272 грн.,Біла Церква,https://www.olx.ua/d/uk/obyavlenie/prodayu-1-no-kmnatnu-kvartiru-na-levanevskogo-IDPqjNz.html#d87ad13fbe
"Сдам 3-к квартиру! Центр,Привоз! ЖДВокзал ! К Церибасовской 10 мин",12 000 грн.,"Одеса, Приморський",https://www.olx.ua/d/uk/obyavlenie/sdam-3-k-kvartiru-tsentr-privoz-zhdvokzal-k-tseribasovskoy-10-min-IDPxwij.html#d87ad13fbe
Здається в оренду однокімнатна квартира на Єньківській,12 000 грн.,Ужгород,https://www.olx.ua/d/uk/obyavlenie/zdatsya-v-orendu-odnokmnatna-kvartira-na-nkvsky-IDPTPd5.html#d87ad13fbe
"Аренда / ОфисКиев, Голосеевский район, ул. Жилянская, 68",18 456 грн.,"Київ, Голосіївський",https://www.olx.ua/d/uk/obyavlenie/arenda-ofiskiev-goloseevskiy-rayon-ul-zhilyanskaya-68-IDPTPd7.html#d87ad13fbe
Сдаётся квартира,6 000 грн.,"Дніпро, Соборний",https://www.olx.ua/d/uk/obyavlenie/sdaetsya-kvartira-IDPTPd3.html#d87ad13fbe
Продам 3-к квартиру(89м2)з видом на море в ЖК Кандінскій. БЕЗ КОМИССИИ,8 452 848 грн.,"Одеса, Приморський",https://www.olx.ua/d/uk/obyavlenie/prodam-3-k-kvartiru89m2z-vidom-na-more-v-zhk-kandnsky-bez-komissii-IDMtMY5.html#d87ad13fbe
Однокомнатная квартира на Роганском ж.м.Новострой,5 000 грн.,"Харків, Індустріальний",https://www.olx.ua/d/uk/obyavlenie/odnokomnatnaya-kvartira-na-roganskom-zh-m-novostroy-IDPlTEQ.html#d87ad13fbe
LUX apartment River Park на 11 этаже! 2 часа-500грн!,1 200 грн.,"Дніпро, Соборний",https://www.olx.ua/d/uk/obyavlenie/lux-apartment-river-park-na-11-etazhe-2-chasa-500grn-IDIdWI1.html#d87ad13fbe
Продам 2к квартиру в Ирпене.,1 661 040 грн.,Ірпінь,https://www.olx.ua/d/uk/obyavlenie/prodam-2k-kvartiru-v-irpene-IDPlZSy.html#d87ad13fbe
4-х комнатная квартира. Собственник,738 240 грн.,Краматорськ,https://www.olx.ua/d/uk/obyavlenie/4-h-komnatnaya-kvartira-sobstvennik-IDNo5Gd.html#d87ad13fbe
"Посуточно хорошая ""двушка"" на ХБК, проспект Текстильщиков,",550 грн.,Херсон,https://www.olx.ua/d/uk/obyavlenie/posutochno-horoshaya-dvushka-na-hbk-prospekt-tekstilschikov-IDPPYJm.html#d87ad13fbe
Бальзака72/19 Данкевича Троещена 2х комнатная,6 500 грн.,"Київ, Деснянський",https://www.olx.ua/d/uk/obyavlenie/balzaka72-19-dankevicha-troeschena-2h-komnatnaya-IDPRABC.html#d87ad13fbe
ТОП!! 1 к 38м2 в готовом доме!максимально под ремонт!Львовский Затишок,834 211 грн.,Софіївська Борщагівка,https://www.olx.ua/d/uk/obyavlenie/top-1-k-38m2-v-gotovom-dome-maksimalno-pod-remont-lvovskiy-zatishok-IDDVV3a.html#d87ad13fbe
Конференц-зал аренда почасово посуточно с. Гатное в 5 мин. от Теремков,400 грн.,Чабани,https://www.olx.ua/d/uk/obyavlenie/konferents-zal-arenda-pochasovo-posutochno-s-gatnoe-v-5-min-ot-teremkov-IDPTP6X.html#d87ad13fbe
Оренда 2х.ком. Стрілецька.з АГВ,15 000 грн.,"Вінниця, Замостянський",https://www.olx.ua/d/uk/obyavlenie/orenda-2h-kom-strletska-z-agv-IDPQsdF.html#d87ad13fbe
Здам 1 квартиру біля метро Холодна Гора,3 000 грн.,"Харків, Холодногірський",https://www.olx.ua/d/uk/obyavlenie/zdam-1-kvartiru-blya-metro-holodna-gora-IDPPY0R.html#d87ad13fbe
Продам приміщення 20 м у комплексі на Фонтані,1 107 360 грн.,"Одеса, Приморський",https://www.olx.ua/d/uk/obyavlenie/prodam-primschennya-20-m-u-kompleks-na-fontan-IDPPXYp.html#d87ad13fbe
Оренда приміщення,400 грн.,Чортків,https://www.olx.ua/d/uk/obyavlenie/orenda-primschennya-IDNmcfV.html#d87ad13fbe
Оренда торгово-офісних приміщень,400 грн.,Чортків,https://www.olx.ua/d/uk/obyavlenie/orenda-torgovo-ofsnih-primschen-IDNV9wA.html#d87ad13fbe
"Продажа дома, в элитном районе, 95 квартал",4 392 491 грн.,"Кривий Ріг, Саксаганський",https://www.olx.ua/d/uk/obyavlenie/prodazha-doma-v-elitnom-rayone-95-kvartal-IDPPXWS.html#d87ad13fbe
Оренда торгово-офісних приміщень,400 грн.,Чортків,https://www.olx.ua/d/uk/obyavlenie/orenda-torgovo-ofsnih-primschen-IDNeC0j.html#d87ad13fbe
"Гнедин, 50 соток на берегу реки Прорва. Место без аналогов!",184 560 грн.,Гнідин,https://www.olx.ua/d/uk/obyavlenie/gnedin-50-sotok-na-beregu-reki-prorva-mesto-bez-analogov-IDL8ykX.html#d87ad13fbe
Продам квартиру с ремонтом на Высоцкого,1 218 096 грн.,"Одеса, Суворовський",https://www.olx.ua/d/uk/obyavlenie/prodam-kvartiru-s-remontom-na-vysotskogo-IDPTPc0.html#d87ad13fbe
1-кімнатна новобудова на Виставці,1 218 096 грн.,Хмельницький,https://www.olx.ua/d/uk/obyavlenie/1-kmnatna-novobudova-na-vistavts-IDOGPgl.html#a054188658
Сдам 2-комн.кв. -студио .ЦЕНТР. Мебель. Техника.,6 000 грн.,Чернігів,https://www.olx.ua/d/uk/obyavlenie/sdam-2-komn-kv-studio-tsentr-mebel-tehnika-IDPPXTQ.html#a054188658
Продам 1но кімнатну.кварт 4й поверх,848 976 грн.,Южне,https://www.olx.ua/d/uk/obyavlenie/prodam-1no-kmnatnu-kvart-4y-poverh-IDPaFVe.html#a054188658
"Продажа земельного участка Конча-Заспа, Киев",2 583 840 грн.,"Київ, Голосіївський",https://www.olx.ua/d/uk/obyavlenie/prodazha-zemelnogo-uchastka-koncha-zaspa-kiev-IDPLX8B.html#a054188658
"Вигідна ціна на 2-к квартиру 67м2 в ЖК «Бетховен», забудовник, Центр",2 861 201 грн.,"Львів, Шевченківський",https://www.olx.ua/d/uk/obyavlenie/vigdna-tsna-na-2-k-kvartiru-67m2-v-zhk-bethoven-zabudovnik-tsentr-IDP4k1Q.html#a054188658
Продаж комерційних приміщень від 27м2 до 300м2 у м.Вишневе!,575 827 грн.,Вишневе,https://www.olx.ua/d/uk/obyavlenie/prodazh-komertsynih-primschen-vd-27m2-do-300m2-u-m-vishneve-IDPHIhy.html#a054188658
Велика квартира для родини. Теремки/Метро,55 368 грн.,"Київ, Голосіївський",https://www.olx.ua/d/uk/obyavlenie/velika-kvartira-dlya-rodini-teremki-metro-IDPTPbh.html#a054188658
"Центр Міста. ТОЦ ""Гранат"". 50,5 м2",1 957 259 грн.,Хмельницький,https://www.olx.ua/d/uk/obyavlenie/tsentr-msta-tots-granat-50-5-m2-IDNkYIJ.html#a054188658
Шикарна кваритра! Елітний будинок! Центр!,3 028 630 грн.,Хмельницький,https://www.olx.ua/d/uk/obyavlenie/shikarna-kvaritra-eltniy-budinok-tsentr-IDNW9Dr.html#a054188658
Тарговый повильён,498 312 грн.,Ізмаїл,https://www.olx.ua/d/uk/obyavlenie/targovyy-povilen-IDPxEtG.html#a054188658
"Аренда 3к квартиры, ул. Механизаторов,ЖК Изумрудный, Соломенка",44 294 грн.,"Київ, Солом'янський",https://www.olx.ua/d/uk/obyavlenie/arenda-3k-kvartiry-ul-mehanizatorov-zhk-izumrudnyy-solomenka-IDPHIbY.html#a054188658
"Продаж Комерційного Приміщення, 77,8м2.",3 158 929 грн.,Хмельницький,https://www.olx.ua/d/uk/obyavlenie/prodazh-komertsynogo-primschennya-77-8m2-IDLjPxz.html#a054188658
"Аренда 2к квартиры, ул. Барбюса Анри, Печерск",33 221 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/arenda-2k-kvartiry-ul-barbyusa-anri-pechersk-IDPHIbr.html#a054188658
Центр. 2 Поверх. Вода/санвузол.,3 192 150 грн.,Хмельницький,https://www.olx.ua/d/uk/obyavlenie/tsentr-2-poverh-voda-sanvuzol-IDNec3X.html#a054188658
Аренда 3к квартиры 72м2 в ЖК Подвысоцкого/ Липки / Печерск / Центр,62 750 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/arenda-3k-kvartiry-72m2-v-zhk-podvysotskogo-lipki-pechersk-tsentr-IDPHIaX.html#a054188658
"Однокімнатна квартира БЕЗ комісії, Ірпінь, р-н Центрального парку",885 888 грн.,Ірпінь,https://www.olx.ua/d/uk/obyavlenie/odnokmnatna-kvartira-bez-koms-rpn-r-n-tsentralnogo-parku-IDPnEYM.html#a054188658
"Центр. 1 Поверх. 72,4 м2 під Мед. кабінет/салон тощо",5 211 236 грн.,Хмельницький,https://www.olx.ua/d/uk/obyavlenie/tsentr-1-poverh-72-4-m2-pd-med-kabnet-salon-toscho-IDNkVmN.html#a054188658
Офисные помещения на Софиевской 25,55 368 грн.,"Київ, Шевченківський",https://www.olx.ua/d/uk/obyavlenie/ofisnye-pomescheniya-na-sofievskoy-25-IDOWCOH.html#a054188658
Сдается коттедж посуточно под мероприятия. Метро Масельского.,4 000 грн.,Горбані,https://www.olx.ua/d/uk/obyavlenie/sdaetsya-kottedzh-posutochno-pod-meropriyatiya-metro-maselskogo-IDKmF2I.html#a054188658
"Двокімнатна квартира в зданому будинку поруч з парком, БЕЗ КОМІСІЇ",1 753 320 грн.,Буча,https://www.olx.ua/d/uk/obyavlenie/dvokmnatna-kvartira-v-zdanomu-budinku-poruch-z-parkom-bez-koms-IDP89ya.html#a054188658
Продам дом в Люботине,756 696 грн.,Люботин,https://www.olx.ua/d/uk/obyavlenie/prodam-dom-v-lyubotine-IDPqhsl.html#a054188658
"Продам 3х-кімнатну квартиру в центрі міста,  вул. Михайла Грушевського",3 543 552 грн.,Черкаси,https://www.olx.ua/d/uk/obyavlenie/prodam-3h-kmnatnu-kvartiru-v-tsentr-msta-vul-mihayla-grushevskogo-IDPqz73.html#a054188658
"Сдам 2 к., квартиру на москалевке, ремонт, недорого",4 950 грн.,"Харків, Холодногірський",https://www.olx.ua/d/uk/obyavlenie/sdam-2-k-kvartiru-na-moskalevke-remont-nedorogo-IDPBoA7.html#a054188658
"Однокімнатна квартира, Буча, район Бучанського парку, торг",1 144 272 грн.,Буча,https://www.olx.ua/d/uk/obyavlenie/odnokmnatna-kvartira-bucha-rayon-buchanskogo-parku-torg-IDP62tb.html#a054188658
Комната для культурной девушки или парня в голосеево,3 500 грн.,"Київ, Голосіївський",https://www.olx.ua/d/uk/obyavlenie/komnata-dlya-kulturnoy-devushki-ili-parnya-v-goloseevo-IDPTPaR.html#a054188658
Пропоную в оренду приміщення по вулиці Залізнична,44 294 грн.,"Львів, Залізничний",https://www.olx.ua/d/uk/obyavlenie/proponuyu-v-orendu-primschennya-po-vulits-zalznichna-IDPTPaQ.html#a054188658
Здається кімната,3 000 грн.,Обухів,https://www.olx.ua/d/uk/obyavlenie/zdatsya-kmnata-IDPTPax.html#a054188658
"Сдам ПолДома 3 к., р-н Немишли, ул., Карпацкая",4 950 грн.,"Харків, Немишлянський",https://www.olx.ua/d/uk/obyavlenie/sdam-poldoma-3-k-r-n-nemishli-ul-karpatskaya-IDPBput.html#a054188658
"Сучасний котедж з панорамним видом на Лісники, метро Видубичі 12 км.",9 228 000 грн.,Лісники,https://www.olx.ua/d/uk/obyavlenie/suchasniy-kotedzh-z-panoramnim-vidom-na-lsniki-metro-vidubich-12-km-IDPATh1.html#a054188658
Продам однокомнатную квартиру в Ирпене!,919 109 грн.,Ірпінь,https://www.olx.ua/d/uk/obyavlenie/prodam-odnokomnatnuyu-kvartiru-v-irpene-IDPTPa4.html#a054188658
"2-к квартира в ЖК Ліко-Град. Ремонт. Теремки-2. Конєва вул., 7а",3 654 288 грн.,"Київ, Голосіївський",https://www.olx.ua/d/uk/obyavlenie/2-k-kvartira-v-zhk-lko-grad-remont-teremki-2-konva-vul-7a-IDPBXFV.html#a054188658
Дача на Чистых прудах,195 634 грн.,Хоми,https://www.olx.ua/d/uk/obyavlenie/dacha-na-chistyh-prudah-IDOEcGw.html#a054188658
ЖК «Министерский» оренда 2к квартири в престижному ЖК,17 000 грн.,"Київ, Оболонський",https://www.olx.ua/d/uk/obyavlenie/zhk-ministerskiy-orenda-2k-kvartiri-v-prestizhnomu-zhk-IDPTP9E.html#a054188658
Продам Двушку!Дом Сдан!С Документами!Последняя Квартира!Центр!,1 771 776 грн.,Ірпінь,https://www.olx.ua/d/uk/obyavlenie/prodam-dvushku-dom-sdan-s-dokumentami-poslednyaya-kvartira-tsentr-IDPTP9s.html#a054188658
2-к квартира Центр Євгена Коновальця (Щорса) 15 к3,2 473 104 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/2-k-kvartira-tsentr-vgena-konovaltsya-schorsa-15-k3-IDPTP95.html#a054188658
Продаю однокомнатную квартиру,129 192 грн.,Жовті  Води,https://www.olx.ua/d/uk/obyavlenie/prodayu-odnokomnatnuyu-kvartiru-IDOrrRf.html#a054188658
"Сдам 1 комн. квартиру в Харькове возле м. 23Августа, напротив рынка",6 000 грн.,"Харків, Шевченківський",https://www.olx.ua/d/uk/obyavlenie/sdam-1-komn-kvartiru-v-harkove-vozle-m-23avgusta-naprotiv-rynka-IDPTP8d.html#a054188658
"Печерськ. 2-к квартира. Ремонт. М-Дружби народів. вул. Бастіонна, 3/12",2 879 136 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/pechersk-2-k-kvartira-remont-m-druzhbi-narodv-vul-bastonna-3-12-IDPlccj.html#a054188658
"Продаж квартири в новобудові, автономне опалення. Будинок зданий!",885 888 грн.,Суми,https://www.olx.ua/d/uk/obyavlenie/prodazh-kvartiri-v-novobudov-avtonomne-opalennya-budinok-zdaniy-IDPTP8p.html#a054188658
"Продажа 3-х комнатной квартиры в Турции, Анталия в новом ЖК",6 201 216 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/prodazha-3-h-komnatnoy-kvartiry-v-turtsii-antaliya-v-novom-zhk-IDPTOYB.html#fa622d64ab
"Аркадия, ул. Каманина фасадный офис 98 кв м, №1",5 813 640 грн.,"Одеса, Приморський",https://www.olx.ua/d/uk/obyavlenie/arkadiya-ul-kamanina-fasadnyy-ofis-98-kv-m-1-IDOU5bq.html#fa622d64ab
23999!!!Срочно 2 ком кв на Правом Берегу по ул Рельефная,885 851 грн.,"Запоріжжя, Дніпровський",https://www.olx.ua/d/uk/obyavlenie/23999-srochno-2-kom-kv-na-pravom-beregu-po-ul-relefnaya-IDOZh74.html#fa622d64ab
Оренда приміщення 375 м.кв. Брюховичі,152 262 грн.,Брюховичі,https://www.olx.ua/d/uk/obyavlenie/orenda-primschennya-375-m-kv-bryuhovich-IDP2XOc.html#fa622d64ab
Продажа 1 к квартиры в морском квадрате,1 291 920 грн.,Чорноморськ,https://www.olx.ua/d/uk/obyavlenie/prodazha-1-k-kvartiry-v-morskom-kvadrate-IDPPXKO.html#fa622d64ab
Продається будинок,2 583 840 грн.,Тячів,https://www.olx.ua/d/uk/obyavlenie/prodatsya-budinok-IDLhvpo.html#fa622d64ab
Оренда офісу в центрі міста 173м2 --у,300 грн.,Івано-Франківськ,https://www.olx.ua/d/uk/obyavlenie/orenda-ofsu-v-tsentr-msta-173m2-u-IDOPZN3.html#fa622d64ab
Елітна 1кім ЖК Авторський по вул Січ Стрільців,1 458 024 грн.,Івано-Франківськ,https://www.olx.ua/d/uk/obyavlenie/eltna-1km-zhk-avtorskiy-po-vul-sch-strltsv-IDOInfk.html#fa622d64ab
Аренда квартиры Канатная/переулок Нахимова (2 спальни),8 500 грн.,"Одеса, Приморський",https://www.olx.ua/d/uk/obyavlenie/arenda-kvartiry-kanatnaya-pereulok-nahimova-2-spalni-IDPixVf.html#fa622d64ab
Участок.Таирова,738 240 грн.,"Одеса, Київський",https://www.olx.ua/d/uk/obyavlenie/uchastok-tairova-IDPQrXY.html#fa622d64ab
Фасадное помешение на ул. Радостной 224 кв м,10 748 774 грн.,"Одеса, Малиновський",https://www.olx.ua/d/uk/obyavlenie/fasadnoe-pomeshenie-na-ul-radostnoy-224-kv-m-IDP9V6a.html#fa622d64ab
"Без % Продажа 4к квартиры ЖК Бульвар Фонтанов, Печерский р-н 670000",24 731 040 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/bez-prodazha-4k-kvartiry-zhk-bulvar-fontanov-pecherskiy-r-n-670000-IDPpUvV.html#fa622d64ab
Аренда квартиры Канатная/переулок Нахимова,7 000 грн.,"Одеса, Приморський",https://www.olx.ua/d/uk/obyavlenie/arenda-kvartiry-kanatnaya-pereulok-nahimova-IDPSKTm.html#fa622d64ab
Здам приміщення ЛОФТ на пр.Гагаріна,12 000 грн.,"Дніпро, Шевченківський",https://www.olx.ua/d/uk/obyavlenie/zdam-primschennya-loft-na-pr-gagarna-IDPm7iF.html#fa622d64ab
Аренда офиса 80м2 в историческом центре столицы,15 000 грн.,"Київ, Шевченківський",https://www.olx.ua/d/uk/obyavlenie/arenda-ofisa-80m2-v-istoricheskom-tsentre-stolitsy-IDOxPK2.html#fa622d64ab
Сдаётся 2х комнатная Саксаганського 7,25 838 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/sdaetsya-2h-komnatnaya-saksaganskogo-7-IDLXU3W.html#fa622d64ab
Продам будинок,365 429 грн.,Богодухів,https://www.olx.ua/d/uk/obyavlenie/prodam-budinok-IDPQrY6.html#fa622d64ab
Здана 3 кімнатна квартира вул Довженка всі комунікації запущені,54 000 грн.,Івано-Франківськ,https://www.olx.ua/d/uk/obyavlenie/zdana-3-kmnatna-kvartira-vul-dovzhenka-vs-komunkats-zapuschen-IDPPXIi.html#fa622d64ab
Продам 2к квартиру на пр.Слобожанском/Калиновая,1 328 832 грн.,"Дніпро, Центральний",https://www.olx.ua/d/uk/obyavlenie/prodam-2k-kvartiru-na-pr-slobozhanskom-kalinovaya-IDPLVVM.html#fa622d64ab
Квартира с двориком РАССРОЧКА 50/50  16500$ первый 50м2 + 25м2 двор,609 048 грн.,Святопетрівське,https://www.olx.ua/d/uk/obyavlenie/kvartira-s-dvorikom-rassrochka-50-50-16500-pervyy-50m2-25m2-dvor-IDPqywg.html#fa622d64ab
Продам гараж на Московской,195 634 грн.,Кременчук,https://www.olx.ua/d/uk/obyavlenie/prodam-garazh-na-moskovskoy-IDOUHDx.html#fa622d64ab
Гарна 3 кімнатна квартира з ремонтом,1 317 758 грн.,Кам'янець-Подільський,https://www.olx.ua/d/uk/obyavlenie/garna-3-kmnatna-kvartira-z-remontom-IDP8BNt.html#fa622d64ab
Квартира у центрі міста по Соборній,1 827 144 грн.,Кам'янець-Подільський,https://www.olx.ua/d/uk/obyavlenie/kvartira-u-tsentr-msta-po-soborny-IDOC4oN.html#fa622d64ab
1кім квартира в парку Шевченка комплексі Royal Hall,3 783 480 грн.,Івано-Франківськ,https://www.olx.ua/d/uk/obyavlenie/1km-kvartira-v-parku-shevchenka-kompleks-royal-hall-IDOIope.html#fa622d64ab
1кім в самому центрі в парку Шевченка,2 307 000 грн.,Івано-Франківськ,https://www.olx.ua/d/uk/obyavlenie/1km-v-samomu-tsentr-v-parku-shevchenka-IDOD2O9.html#fa622d64ab
"Велика світла квартира в ЖК ""Графський"". Центр!",1 982 904 грн.,Черкаси,https://www.olx.ua/d/uk/obyavlenie/velika-svtla-kvartira-v-zhk-grafskiy-tsentr-IDOMMtw.html#fa622d64ab
Двокімнатна квартира від забудовника в центрі міста!!! 5 Секція.,1 718 410 грн.,Черкаси,https://www.olx.ua/d/uk/obyavlenie/dvokmnatna-kvartira-vd-zabudovnika-v-tsentr-msta-5-sektsya-IDNibJm.html#fa622d64ab
"Оболонская Набережная проспект Героев Сталинграда,20 отличная 2-К",3 691 163 грн.,"Київ, Оболонський",https://www.olx.ua/d/uk/obyavlenie/obolonskaya-naberezhnaya-prospekt-geroev-stalingrada-20-otlichnaya-2-k-IDPBfJ6.html#fa622d64ab
Квартира центр міста,2 214 720 грн.,Мукачеве,https://www.olx.ua/d/uk/obyavlenie/kvartira-tsentr-msta-IDPBTvJ.html#fa622d64ab
ЖК Чайка Лобановського 18 60 м.кв. Без %,1 900 968 грн.,Чайки,https://www.olx.ua/d/uk/obyavlenie/zhk-chayka-lobanovskogo-18-60-m-kv-bez-IDPTooM.html#fa622d64ab
1к.квартира площею 42 м.кв. Будинок зданий та заселений.,1 070 448 грн.,Ірпінь,https://www.olx.ua/d/uk/obyavlenie/1k-kvartira-ploscheyu-42-m-kv-budinok-zdaniy-ta-zaseleniy-IDPSL7z.html#fa622d64ab
ЖК Національний! Стрийська Автовокзал,1 300 грн.,"Львів, Франківський",https://www.olx.ua/d/uk/obyavlenie/zhk-natsonalniy-striyska-avtovokzal-IDPtBDn.html#fa622d64ab
Двухкомнатная квартира на проспекте шевченко,7 000 грн.,"Одеса, Приморський",https://www.olx.ua/d/uk/obyavlenie/dvuhkomnatnaya-kvartira-na-prospekte-shevchenko-IDPSKM2.html#fa622d64ab
Подобова та погодинна оренда 2х кімнатної квартири,500 грн.,Дрогобич,https://www.olx.ua/d/uk/obyavlenie/podobova-ta-pogodinna-orenda-2h-kmnatno-kvartiri-IDPSb0i.html#fa622d64ab
ЖК Графський!Новобудова без ризиків!Найтепліший та найкрасивіший!,1 982 904 грн.,Черкаси,https://www.olx.ua/d/uk/obyavlenie/zhk-grafskiy-novobudova-bez-rizikv-nayteplshiy-ta-naykrasivshiy-IDMKeJi.html#fa622d64ab
Видовая просторная квартира на Шумского. Левобережная,3 838 848 грн.,"Київ, Дніпровський",https://www.olx.ua/d/uk/obyavlenie/vidovaya-prostornaya-kvartira-na-shumskogo-levoberezhnaya-IDPTOVU.html#fa622d64ab
Сдам подселение в комнату. Метро Олимпийская Метро Лыбедская! Звоните!,1 000 грн.,"Київ, Печерський",https://www.olx.ua/d/uk/obyavlenie/sdam-podselenie-v-komnatu-metro-olimpiyskaya-metro-lybedskaya-zvonite-IDJUIEN.html#fa622d64ab
Оренда однокімнатного   номера (помісячна),14 000 грн.,"Запоріжжя, Вознесенівський",https://www.olx.ua/d/uk/obyavlenie/orenda-odnokmnatnogo-nomera-pomsyachna-IDPqmyV.html#fa622d64ab
Однокімнатний  номер полулюкс (помісячно),20 000 грн.,"Запоріжжя, Вознесенівський",https://www.olx.ua/d/uk/obyavlenie/odnokmnatniy-nomer-polulyuks-pomsyachno-IDPuG1J.html#fa622d64ab
"2 кімнатна на Таїрова, 49м",1 328 832 грн.,"Одеса, Київський",https://www.olx.ua/d/uk/obyavlenie/2-kmnatna-na-tarova-49m-IDPPXR6.html#efbadad0e9
Дом в Крюковщине 350м2 с дорогим ремонтом! Без комиссии.,8 821 968 грн.,Крюківщина,https://www.olx.ua/d/uk/obyavlenie/dom-v-kryukovschine-350m2-s-dorogim-remontom-bez-komissii-IDMxPlb.html#efbadad0e9
2к Пр Кирова Поля Титова Центр Правый берег ком Разд.Вакуленчука,1 218 096 грн.,"Дніпро, Центральний",https://www.olx.ua/d/uk/obyavlenie/2k-pr-kirova-polya-titova-tsentr-pravyy-bereg-kom-razd-vakulenchuka-IDOLASd.html#efbadad0e9
Продам гараж а/к Волга,369 083 грн.,"Миколаїв, Заводський",https://www.olx.ua/d/uk/obyavlenie/prodam-garazh-a-k-volga-IDMD6oK.html#efbadad0e9
Продам однокімнатну квартиру на третьому поверсі,1 162 728 грн.,Калинівка,https://www.olx.ua/d/uk/obyavlenie/prodam-odnokmnatnu-kvartiru-na-tretomu-povers-IDPHHR9.html#efbadad0e9
Продаж 3 к. кв. вул. Патона (р-н Арсен),2 546 928 грн.,"Львів, Франківський",https://www.olx.ua/d/uk/obyavlenie/prodazh-3-k-kv-vul-patona-r-n-arsen-IDODwQ2.html#efbadad0e9
